Textbox1,Brand_Name,subject_name1,sa,NM_ID,Barcode,ts_name,Quantity_ForSale_Other,Quantity_ForSale_Novosib,Quantity_ForSale_Khabarovsk,Quantity_ForSale_Krasnodar,Quantity_ForSale_Ekaterinburg,Quantity_ForSale_SPb,price_ru,discount,price_ru_discount
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE2088/1781-L-COFFEE,9755647,2000172094225,0,,,,1,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE2088/GOLD-PINK,8858856,2000132394044,0,,,,1,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE2088/PURPLE,8103008,2000098261022,0,,1,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE2088/SILVER-BLUE,8858858,2000132394020,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-2090/DOUBLE-PURPLE,10049987,2000140649136,0,1,,,,,,6 975,35,4 533
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-220-1067/BFIC,9347610,2000152830270,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-220-689/69-GRAY,9376780,2000154590127,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-220-689/GREEN,9376708,2000154590080,0,,,1,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE232588/LIGHT-GREEN,8364741,2000110381097,0,,,1,,,,6 750,45,3 712
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE232588/PEARL-BLUE,8364904,2000110381066,0,,,,1,,,6 750,45,3 712
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE2640/BLACK,8351294,2000109467023,0,1,,,,,,5 850,35,3 802
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE2640/L-BLUE,8351839,2000109467016,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE2640/L-GREY,8351757,2000109467009,0,,,,1,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE2640/L-PINK,8351621,2000109467030,0,,1,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE2640/PINK,8351699,2000109467047,0,,1,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE2640/RED,8351954,2000109467092,0,,,1,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE2640/WHITE,8351307,2000109467078,0,,,1,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-2672/D-RED,9670176,2000167770141,0,1,,,,,,6 300,35,4 095
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-2802/GRAY,10049957,2000185940007,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE2802/WHITE,7631966,2000078680218,0,,,,1,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE2803/DOUBLE_PURPLE,7636714,2000078680263,0,,,,1,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-306/KHAKI,8667637,2000123475110,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-306/P-GREEN,8668184,2000123475080,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-306/PURIE,8668110,2000123475134,0,1,,,,,,5 850,35,3 802
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE3148/LIGHTGRAY-1768,8240661,2000102511112,0,1,,,,,,5 850,35,3 802
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE3148/L-ORCHID-1767,8240640,2000102511150,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE3148/MEAT-MEAL-1740,8241758,2000102511167,0,,,,,1,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE317/TINASH,7667672,2000078518511,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE317/WINE,7672024,2000078518535,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-322/BEIGE,11167139,2000256587346,0,1,,,,,,6 975,30,4 882
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-322/FULL-SKIN-BRIGHT-BRO,8830846,2000130533261,0,,,,,1,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-322/PEARLESCENT-KHAKI,11167142,2000256587360,0,1,,,,,,6 975,30,4 882
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE322/PURPLE,7680498,2000078518030,0,,,,,,1,6 750,45,3 712
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-322/WATERMELON-RED,11167144,2000256587384,0,1,,,,,,6 975,30,4 882
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-322/WHITE,11167145,2000256587322,0,1,,,,,,6 975,30,4 882
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE322/WINE,7672307,2000078518061,0,1,,,,,,6 750,45,3 712
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-322/YELLOW,11167146,2000256587377,0,1,,,,,,6 975,30,4 882
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE323/BROWN,6928189,2000051233011,0,1,,,,,,6 750,45,3 712
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE3332/DOUBLE-ASH,8103542,2000098261169,0,,,,,1,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE3332/RED,8103179,2000098261114,0,1,,,,,,5 850,35,3 802
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE3381/DOUBLE-PURPLE,8062406,2000095926238,0,1,,,,,,6 300,45,3 465
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE3381/GREEN,8062229,2000095926269,0,1,,,,,,6 300,45,3 465
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE3381/PURPLE,8062407,2000095926245,0,,,1,,,,6 300,45,3 465
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE3391/BEIGE,11168011,2000256587421,0,1,,,,,,6 975,30,4 882
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE3391/BLACK,7672226,2000078518221,0,1,,,,,,6 975,35,4 533
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE3391/DOUBLE-KHAKI,11168012,2000256587414,0,1,,,,,,6 975,30,4 882
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE3391/DOUBLE-PURPLE,11168013,2000256587391,0,1,,,,,,6 975,30,4 882
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE3391/RED,11168015,2000256587438,0,1,,,,,,6 975,30,4 882
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-3391-269/BRONZE,9058731,2000140649402,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE372/D-PURPLE,7826625,2000086475509,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE372/K51,7826140,2000086475479,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-50147/GREY,9377728,2000154590257,0,,1,,,,,6 975,35,4 533
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-5020/BLUE,8668697,2000123475479,0,,,,,1,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-5020/DOUBLE-DEEP-PURPLE,8668878,2000123475431,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-5020/DOUBLE-PURPLE,8668698,2000123475448,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-5020/PURPLE,8668879,2000123475417,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-5021/64-BLUE,8685045,2000123494685,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-5021/DOUBLE-BROWN,8684715,2000123494678,0,,,,,,1,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-5021/DOUBL-TIN-GRAY,8685265,2000123494654,0,1,,,,,,6 975,35,4 533
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-5021/PURPLE,8685205,2000123494647,0,,,,,,1,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-5076/D-BLUE-36,9754997,2000172094140,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-5076/SILVER-WHITE-48,9755106,2000172094157,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-550/D-PURPLE,9470565,2000158695316,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-550/PURPLE,9471608,2000158695361,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-550/ROYAL-BLUE,9471609,2000158695347,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-6057/L-PINK-1747,8373922,2000108696639,0,,,,,1,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-6057/PEARL-GREY-1769,8377801,2000108696554,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE618/GREEN,7757778,2000081202469,0,,,,,1,,6 750,45,3 712
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE618/GREY,7535762,2000073206130,0,1,,,,,,6 750,45,3 712
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE619/1706-YELLOW,9185600,2000145498098,0,1,,,,,,6 975,35,4 533
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE619/1759-SILVERY,9182453,2000145498074,0,,,,,1,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE619/1777-PURPLE,9183453,2000145498128,0,,,,1,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE619/69-L-GRAY,9183648,2000145498142,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE619/FLASH_BLUE,7463749,2000068416070,0,,,,,1,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE620/GREEN,6911777,2000073206154                 ,0,,1,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE620-1/WINE,7463906,2000068342102,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE621/BLACK,6911995,2000054404005                 ,0,1,,,,,,6 750,45,3 712
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE621/GREY,7819114,2000079826004,0,1,,,,,,6 750,45,3 712
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE622/COFFEE,8751109,2000127036201,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE633/BLACK,8395085,2000111558412,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE633/BLUE,8395385,2000111558436,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE633/BORDEAUX,8395386,2000111558382,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE633/L-GREEN,8393988,2000111558399,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE660/GREEN,7820156,2000086475073,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE660/PURPLE,7825892,2000086475066,0,,,1,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE660/WINE-RED,7825893,2000086475035,0,,,1,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-6602/BLACK,9660299,2000167770493,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-6602/D-BLUE,9663537,2000167770486,0,1,,,,,,5 850,35,3 802
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-6602/KHAKI,9663538,2000167770479,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-6633/BLACK,9861134,2000176354516,0,,,,,,1,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-6633/DARK-BLUE,9861766,2000176354530,0,,1,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE672/L-PINK,7870538,2000086329079,0,,,,1,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-7053/WINE-RED,9209297,2000147053608,0,,1,,,,,6 300,35,4 095
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-7059/RED,9208852,2000147053905,0,,1,,,,,6 300,45,3 465
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-7060/WINE-RED,9286411,2000150433237,0,,,,,,1,6 300,45,3 465
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-7065/BLACK-001,9806918,2000174604231,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-7065/BLUE-002,9806919,2000174604200,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-7065/GREY-069,9806920,2000174604224,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-7065/L-COFFEE-081,9806921,2000174604217,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-7065/RED-007,9806923,2000174604194,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE7073/L-ORCHID-1767,8240532,2000102511211,0,,1,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE7073/PINK-1790,8241296,2000102511198,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE7078/BLUE-002,9763590,2000172094034,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-7078/GREEN,9288248,2000150433411,0,1,,,,,,6 300,45,3 465
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE7078/LOTUS-062,9756527,2000172094010,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE7078/PEACOFFEE,9763085,2000172094041,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE7078/WINE-RED-062,9763137,2000172094058,0,,,1,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-7078-1/BLUE,9212826,2000147053653,0,1,,,,,,6 300,45,3 465
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE713/COFFEE-010,9638609,2000166869181,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE713/D-BLUE-36,8440428,2000113591158,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE713/LIGHT-GREEN-813,8434529,2000113591134,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE713/MEAT-POWDER-734,8442675,2000113591110,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE713/MGREY-23,8442688,2000113591097,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE713/PINK-027,11118762,2000255546085,0,1,,,,,,5 850,30,4 095
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE713/RICE-WHITE-31,8442773,2000113591028,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-718/COLOCASIA-COLOR,8615742,2000119268436,0,,,,,,1,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-718/D-PINK,8615854,2000119268443,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-718/KHAKI,8615878,2000119268405,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-739/GREY,8950723,2000135499272,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-739/K-51,8951008,2000135499289,0,,,1,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-739/NAVY,8951350,2000135499319,0,1,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-739/TARO-PURPLE,8951876,2000135499302,0,,,,,,1,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE745/LIDHT-BLUE,8441901,2000113591769,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE745/LIGHT-PRPLE,8441902,2000113591776,0,,1,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-750/GREY,9467888,2000158695200,0,1,,,,,,7 200,35,4 680
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-750/KHAKI,9467680,2000158695217,0,1,,,,,,7 200,45,3 960
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE-750/NAVY,9467575,2000158695194,0,1,,,,,,7 200,45,3 960
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE761/GREEN,8394800,2000111558511,0,,,,1,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE77/BEIGE-SOFT,11382220,2000269119077,0,1,,,,,,5 850,35,3 802
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE77/D-BLUE,9256022,2000149187011,0,1,,,,,,5 850,45,3 217
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Сумки,DE77/DOUBLE-PURPLE,8596408,2000120363021,0,,1,,,,,5 850,35,3 802
